30,3
87,7
38,9
17,15
8,18
47,23
20,25
33,46
51,49
45,50
28,58
58,60
49,77
32,83
74,90
77,99
99,99
11,102
83,103
15,113
90,122
44,123
39,142
22,145
2,151
96,152
50,153
55,158
25,168
81,171
78,176
14,187
89,188
84,191
35,206
97,210
65,229
88,233
7,234
59,237
91,239
34,258
69,260
23,261
52,268
48,273
53,282
60,292
1,309
86,319
67,326
79,327
62,333
3,335
9,340
64,348
4,349
10,356
70,364
46,382
63,386
26,391
37,413
98,430
40,431
75,432
82,433
5,449
21,450
57,459
61,463
31,466
27,467
54,479
71,481
41,483
18,494
68,502
36,513
6,516
92,517
85,520
29,521
56,528
12,532
80,534
93,538
95,540
13,543
24,551
16,553
72,554
42,563
94,565
66,569
76,570
0,575
19,581
43,586
73,601
