0,0
417,0
1,1
525,1
2,2
444,2
3,3
417,3
4,4
442,4
5,5
6,6
424,6
7,7
8,8
585,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
610,15
16,16
422,16
17,17
511,17
18,18
565,18
19,19
20,20
426,20
21,21
619,21
22,22
420,22
23,23
616,23
24,24
25,25
492,25
26,26
566,26
27,27
490,27
28,28
596,28
29,29
30,30
573,30
31,31
554,31
32,32
496,32
33,33
34,34
35,35
452,35
36,36
576,36
37,37
38,38
39,39
40,40
538,40
41,41
441,41
42,42
43,43
44,44
45,45
472,45
46,46
599,46
47,47
48,48
486,48
49,49
607,49
50,50
558,50
51,51
429,51
52,52
53,53
54,54
491,54
55,55
56,56
423,56
57,57
445,57
58,58
59,59
60,60
480,60
61,61
62,62
590,62
63,63
64,64
526,64
65,65
614,65
66,66
67,67
543,67
68,68
443,68
69,69
70,70
71,71
431,71
72,72
73,73
595,73
74,74
75,75
76,76
77,77
487,77
78,78
79,79
80,80
81,81
584,81
82,82
533,82
83,83
84,84
600,84
85,85
489,85
86,86
560,86
87,87
485,87
88,88
469,88
89,89
90,90
494,90
91,91
568,91
92,92
528,92
93,93
94,94
95,95
503,95
96,96
97,97
520,97
98,98
99,99
100,100
506,100
101,101
577,101
102,102
103,103
104,104
105,105
106,106
521,106
107,107
497,107
108,108
109,109
110,110
475,110
111,111
593,111
112,112
493,112
113,113
484,113
114,114
115,115
116,116
117,117
449,117
118,118
427,118
119,119
120,120
121,121
122,122
419,122
123,123
547,123
124,124
125,125
126,126
127,127
613,127
128,128
453,128
129,129
505,129
130,130
618,130
131,131
132,132
598,132
133,133
134,134
135,135
136,136
539,136
137,137
138,138
139,139
140,140
567,140
141,141
476,141
142,142
451,142
143,143
144,144
145,145
146,146
549,146
147,147
148,148
149,149
455,149
150,150
151,151
152,152
504,152
153,153
154,154
155,155
156,156
418,156
157,157
617,157
158,158
512,158
159,159
440,159
160,160
161,161
530,161
162,162
591,162
163,163
556,163
164,164
165,165
447,165
166,166
501,166
167,167
168,168
462,168
169,169
170,170
171,171
465,171
172,172
173,173
481,173
174,174
175,175
544,175
176,176
177,177
178,178
446,178
179,179
534,179
180,180
181,181
182,182
605,182
183,183
588,183
184,184
468,184
185,185
517,185
186,186
461,186
187,187
580,187
188,188
448,188
189,189
536,189
190,190
559,190
191,191
192,192
609,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
507,199
200,200
425,200
201,201
202,202
203,203
204,204
205,205
206,206
594,206
207,207
478,207
208,208
209,209
210,210
499,210
211,211
537,211
212,212
213,213
214,214
215,215
432,215
216,216
510,216
217,217
218,218
219,219
220,220
221,221
222,222
602,222
223,223
224,224
582,224
225,225
226,226
438,226
227,227
228,228
229,229
230,230
430,230
231,231
232,232
233,233
234,234
606,234
235,235
236,236
470,236
237,237
238,238
456,238
239,239
570,239
240,240
241,241
242,242
243,243
542,243
244,244
574,244
245,245
550,245
246,246
247,247
248,248
249,249
460,249
250,250
251,251
252,252
473,252
253,253
612,253
254,254
255,255
256,256
535,256
257,257
551,257
258,258
259,259
615,259
260,260
261,261
601,261
262,262
474,262
263,263
264,264
428,264
265,265
266,266
267,267
522,267
268,268
269,269
270,270
271,271
471,271
272,272
436,272
273,273
477,273
274,274
575,274
275,275
508,275
276,276
450,276
277,277
527,277
278,278
279,279
280,280
281,281
572,281
282,282
457,282
283,283
466,283
284,284
498,284
285,285
286,286
287,287
437,287
288,288
434,288
289,289
583,289
290,290
291,291
518,291
292,292
293,293
294,294
578,294
295,295
500,295
296,296
297,297
483,297
298,298
299,299
459,299
300,300
603,300
301,301
302,302
303,303
304,304
305,305
541,305
306,306
561,306
307,307
454,307
308,308
309,309
433,309
310,310
311,311
312,312
463,312
313,313
314,314
564,314
315,315
316,316
317,317
318,318
319,319
611,319
320,320
321,321
322,322
545,322
323,323
515,323
324,324
325,325
326,326
553,326
327,327
328,328
439,328
329,329
589,329
330,330
331,331
332,332
586,332
333,333
334,334
579,334
335,335
513,335
336,336
337,337
338,338
339,339
340,340
587,340
341,341
342,342
343,343
344,344
540,344
345,345
346,346
347,347
464,347
348,348
349,349
458,349
350,350
552,350
351,351
352,352
562,352
353,353
354,354
355,355
555,355
356,356
502,356
357,357
358,358
529,358
359,359
435,359
360,360
361,361
362,362
363,363
524,363
364,364
516,364
365,365
563,365
366,366
608,366
367,367
467,367
368,368
369,369
370,370
371,371
372,372
373,373
597,373
374,374
482,374
375,375
376,376
620,376
377,377
378,378
546,378
379,379
380,380
531,380
381,381
557,381
382,382
581,382
383,383
509,383
384,384
421,384
385,385
488,385
386,386
387,387
479,387
388,388
592,388
389,389
390,390
391,391
392,392
393,393
523,393
394,394
495,394
395,395
396,396
604,396
397,397
571,397
398,398
532,398
399,399
400,400
401,401
548,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
514,408
409,409
410,410
519,410
411,411
412,412
413,413
414,414
415,415
569,415
416,416
